"","AAPL","MSFT","NVDA","C","GS","JPM","DIS","NFLX","ACGL"
"1",-0.00109056786682992,0.00140350355167345,0.0285813174636094,0.0103207974063273,0.00981569036620669,0.0181489678301886,0.00707900249875307,-0.0164664288422868,-0.000927077647179194
"2",0.00390194660088763,0.0171649651757809,0.0171674448631387,0.00332725126504375,0.00288340364181585,-0.00102091838136472,0.0201445350112621,0.0175950116489996,-0.0158062773259494
"3",-0.00314894203049554,-0.0140894740491994,-0.0351173455743665,-0.0147733034092686,-0.0206153369988883,-0.0147647633906174,-0.0133924371148807,-0.0530209482996791,0.00254638609589703
"4",0.00846135480464547,3.28116446664879e-05,0.0316676007280155,0.0143727211054667,0.00950407981930378,0.0147348839425664,0.0148851118112405,0.0203469042940623,0.0118672580947986
"5",0.00835707473301687,0.0046015412169074,0.00310044809264877,-0.00549389768687842,-0.00632652296732021,-0.0042157148064278,-0.0109471748931167,0.047453803365426,0.00911763177923388
"6",-0.0127521888258863,-0.0059009110352806,-0.0104975012075488,0.0100788318666372,0.00422808832057775,0.00665549569985306,0.00111615961999473,-0.00493477939960757,0.0156618164495077
"7",0.000340355526277621,0.0127169463193162,-0.0204769352160598,0.00750906792654204,0.00477169779389177,0.00551813604874198,0.00518241534967008,-0.00658479604049382,0.000675764938505126
"8",-0.0123269274400938,-0.0127251910234475,-0.000184143554477722,0.00580412596232029,0.00278486177874256,0.00687158691022441,0.0185634304368067,-0.00975045133065523,-0.021194607921808
"9",0.00726409123218872,-0.00655121887178978,-0.0108850746093874,0.00252589593773047,-0.00387465614551176,-0.00709774363444901,0.000138488125455944,-0.00385610366563072,-0.000407640190602842
"10",0.00994430683521634,0.00459409334181416,0.0182549051675402,0.0106404857605103,0.0138261656192722,0.016935058453491,0.0102541827900098,0.000257659547353637,0.0177056524459556
"11",0.0297582657284895,0.022708707281136,0.0290361456743115,0.00616435649701389,0.0215327115922642,0.00590033573697079,0.0390251738637098,0.0584914001795489,0.00479048515335143
"12",-0.0233132733833649,-0.0189604143023374,-0.0109854814124581,-0.0199876650826387,-0.0198221246617528,-0.0224405744341862,-0.0110285665787559,-0.0243475843580413,-0.0277872710702249
"13",-0.00188250719810308,0.00805784495941708,-0.00582485879748229,0.000272114797651456,-0.0123988855226543,-0.0023840997396138,0.00416887877973394,0.00506512188862795,0.0011575188478465
"14",-0.0129753249317727,-0.0139255383266167,-0.0243148582630028,-0.0104240059058801,-0.0174412066586195,-0.0128657841929799,-0.00842897437810881,0.0222468278774636,-0.0112245185329126
"15",0.00143593651546426,-0.00139903021157364,-0.0143410589265702,0.00232824875869754,0.0109674546226427,0.00441402097284953,-0.00064102893817954,-0.00730465443978052,-0.0186111364811493
"16",0.00646667590298924,-0.0152097942024844,0.00587908217533093,0.0117370869082837,-0.00780176439162328,0.00425555799206328,-0.00492452657883054,-0.0323749841617203,-0.0139411782333223
"17",-0.0201759471839884,-0.00913840831430644,-0.0296637208800031,0.00891625878095436,0.0180041140476947,-0.00021688940756406,0.0077513064616065,0.00667631613995612,0.00533501856183916
"18",-0.0100526320044026,-0.00266683421764983,-0.00423823741712648,0.00497614880776779,-0.000649754752824635,0.0056138366525752,-0.00412139953882999,0.0144374331929895,-0.00869900979960424
"19",0.000171809711331287,0.0437502910458301,0.00965210680534723,0.00746531740655039,0.0105436232565199,0.00378439755026183,0.0102032523000232,0.0170684924893328,0.00323518229141619
"20",0.00620331194855021,0.00639860166838385,0.051227933715922,-0.00989720611408195,-0.0107460190589622,-0.00526541134942211,0.00212791099517809,0.0136179654964113,-0.00512479643869556
"21",-0.006384451038742,0.0120162556762964,-0.0014389214053588,-0.00651973106288368,-0.00264527831208322,-0.00211075542268708,0.0110861203559575,0.00310632868458887,0.00794031408243091
"22",-0.00477700706965184,0.000615823591031146,-0.00445441491426116,-0.00934587114419628,-0.0145745519760174,-0.0156033747035223,0.0152621037533641,0.00951299883522612,-0.0141587308545522
"23",-0.00404875013655564,-0.00810324105403349,0.0389794454942896,0.0131644716288882,0.00350307747186354,0.00713405800952626,-0.00321637939825121,-0.00551093426449558,-0.0048768245063998
"24",0.00182938632277982,0.0201604323638653,0.00762120790152087,0.0141063724823018,0.0140404487581003,0.0201523435580858,0.00193743606332758,-0.0104408054536785,0.0264182674423379
"25",-0.00963116788694311,-0.011697459138182,-0.0288290374175727,-0.0150003015104495,-0.0106361992993184,-0.00378642239488735,0.00585617098786132,0.00383122478548309,-0.0052415627924648
"26",-0.00092432793860452,-0.00712422809794755,-0.0120663886598564,0.0119557267818417,-0.000322487268021515,0.0156284277148098,-4.62859617614875e-05,0.000178255238529951,-0.00358815615593785
