"","AAPL","MSFT","NVDA","C","GS","JPM","DIS","NFLX","AMZN"
"1",0.0330012835159653,0.0232657216653437,0.0290464825507271,0.0349135855383746,0.073745914803763,0.0335506807323352,0.0228835148595513,0.0416195458151477,0.0315229211268349
"2",0.071988677789335,0.0556781930609757,0.0499085737338106,-0.000973734643842614,0.0166232785903602,0.00985227102788049,0.0170811722743192,0.0318727876410462,0.138094819601653
"3",0.0311284582624398,0.0290743005411463,0.0659008428470237,-0.00994303888964112,0.0118068014064374,0.00300039515279292,-0.00148464913307195,0.0553531337263633,0.0525836531755688
"4",0.001154000625921,0.00217815404311567,0.00338052339666529,-0.0125162884870094,-0.0200140259241574,-0.0119478769005746,-0.00238006535850388,0.0222241840015213,0.000456021699913986
"5",-0.00331236591465922,-0.00570755931706879,0.00602593103794543,-0.00789865189718104,-0.0131060257986339,-0.00956922091494282,-0.00629382414800575,0.00575378238113813,7.37681458640464e-05
"6",-0.00726194175676458,-0.00343227422819685,0.00176986797460715,0.000851403531753017,-0.00835409915432295,-0.00383106424092448,-0.00762152160617624,-0.00719730675814362,-0.00927127549300902
"7",0.011412703723259,0.0121505970502601,0.0252657674658502,0.09484588027101,0.0543474543523418,0.0456753176614655,0.056455982208704,0.0152420312478621,0.0234758727865026
"8",-0.0258797067742473,-0.0227254055050881,-0.0505813772102205,0.00905616388803965,0.00278043050780351,0.0185986102765674,0.00559367056603246,-0.0216721755097629,-0.0202635717839194
"9",-0.01999174635143,-0.0114603303254681,0.0351407782030365,-0.0157840816320923,-0.00744101247266368,-0.0144517520771548,-0.00249029752350621,0.0309328297683083,-0.0163912962363969
"10",0.0221575221215031,-0.0190778813197529,-0.0845428360429964,0.014130685254194,0.0141495311888994,0.00400317349474659,0.0127188922692936,-0.0341523706618329,-0.0206043757027089
"11",-0.0475625602863997,-0.0230333264627419,-0.0184533999030425,-0.0317956813197132,-0.0202464866680801,-0.0191324762826336,-0.0131388965473848,-0.0993322507120759,-0.0210525852515296
"12",0.0139144691002884,0.006189956655215,0.00512057024008309,-0.0232783141508143,-0.0163132424417384,-0.0161429676113005,0.00243979620569758,0.0251830396368737,0.00305360684899327
"13",-0.0107774142372955,-0.00193893647920239,0.0184912757118874,-0.000801996764134852,-0.000266865874025108,-0.00355780887336782,0.0034951640492369,0.0182528631422492,-0.00531158419498289
"14",0.00305975543822755,0.0310584782993822,0.00873351452905145,0.0102114351558934,0.017117319137936,-0.0110041952592422,0.00921913137464742,0.0309397415838047,0.0318642993007455
"15",-0.00717111130643929,-0.0100575071179769,-0.00212887176005401,0.0188686714834123,0.0279171005084771,0.0160194885169665,-0.00293277407679665,-0.0236975180480628,-0.00672624802367726
"16",-0.00488826671452449,0.00275311396415491,-0.0353164391601923,0.00139317543076171,0.00161463340973827,-0.00394334909815004,-0.00603442617980398,-0.00543727272664739,-0.00339154268324194
"17",0.0215179578699429,0.0355702618922045,0.0155523839428758,-0.000141241214769022,-0.00520695455130856,-0.00134131534928899,-0.00702771283023592,-0.0182581873857408,0.0536328481412437
"18",0.0131591951097955,-0.00462062923325819,0.011396934709318,0.00328883778508665,0.00410145310161335,-0.00232227818346099,-0.0026773427340707,-0.0102213822474374,-0.000734019812414847
"19",0.00986238695715637,-0.000806870892955451,-0.00623715438845219,-0.0215421545047521,-0.0305869350923315,-0.010775915494605,0.00954793061343072,-0.0088171959384838,0.00358329808381903
"20",-0.0106536085224848,-0.00145589275210662,-0.00115615121960219,-0.00909642178166818,-0.00765334735166505,-0.00815782910498353,-0.00285238929354237,-0.000758356484041207,0.000168773430294943
"21",-0.0106195574556589,-0.00910641496583577,-0.00989207947578043,-0.00398832253871548,0.00336549761935602,0.000336523801298015,0.00169391117047484,0.027531093404022,-0.0116807853427978
"22",0.018596411005058,0.00685068469429188,-0.00251179238581734,-0.0104925264021842,-0.00405623529720908,-0.00566404759449891,0.00556682741712309,0.00786783992894092,0.00207376802259902
"23",-0.00188854963361236,-0.00359410907890247,0.0112013899650272,-0.00137610364405663,0.00287728575815147,-0.00158661946169285,0.00232349419610227,0.0259638276871215,0.000227710948983357
"24",-0.00839342648164182,0.000308535039193036,0.00422796742262457,-0.00341947938495405,0.00437096436235757,-0.0018808669880827,0.00760771470334032,-0.0172409968333436,-0.0179530440136764
"25",0.00372411506016994,0.00755381361692059,0.00420898065234385,0.0125709870797692,0.00623848925050772,0.0294909514388033,0.00596537829575105,0.00239192933967361,-0.00555598137178396
"26",0.0218907692571841,0.0260737316824847,0.072670681790109,0.0269261057994864,0.0199040448060886,0.0194875110770059,0.0287387916540821,0.0686062559835909,0.0283155971674563
"27",0.00979081700304373,0.0121936771339776,0.0902157077262544,-0.0125094914854857,-0.00467002163221804,-0.00405586748380316,0.0097562175100762,0.0251961390188042,0.0186465516782751
"28",0.00326078737144736,0.0152388380391886,0.0093871940789433,0.0172199111505831,0.00244839767333495,0.0134863476021638,0.00255289191158129,0.0314405582766692,0.00663983688791124
"29",0.00298894567849223,-0.00545567927934027,-0.00602040585359158,0.0156917140740347,0.0187157118346178,0.0109415819394094,-0.0128605700407679,-0.00588568892412213,-0.0166013538751562
"30",-0.00211261316084588,0.00613085199444027,0.0124298673897945,0.0132770469495182,0.00621090829940178,0.0146968415333599,0.0170909822716905,-0.0211095473943435,-0.00979099068120138
"31",0.0128090465901456,0.0138788286076779,0.0350737013609223,0.0102862950683851,-1.24292635725943e-05,0.00477190036935295,-0.00349817360940776,0.0192834194823183,0.0207319446989585
"32",0.0459183172519211,0.0141388814131945,0.0262236105187238,0.0127856944609169,0.0123250357549143,0.0115701210807527,0.0233826779032071,0.0038492083597213,0.0117218247178947
"33",-0.00204666503393828,-9.43545074926781e-05,-0.00374340138918777,0.00557257962887918,0.00576299954915498,0.0064616961781079,0.0123637498489301,0.00869780695738207,0.00143569476040339
"34",-0.00266110157894487,0.00966523370956911,-0.000819838499960031,0.0110624088619744,0.0159946850934178,0.00194340493503528,0.00292847815552842,0.00143249372253695,0.00848642601167078
"35",0.0117426183152734,0.0123111363818943,0.0148335579201542,-0.0483907904416635,-0.0213592914165594,-0.023904336675433,0.00663764633394251,-0.00203258994684595,0.02211398971437
"36",-0.00420673004855787,-0.0105411124103928,-0.0127128231833566,0.00299738606199795,0.00113763284489251,0.00714513957550286,-0.0147285268285517,0.00243038037858832,-0.00169057371686441
"37",-0.0153268648795921,-0.0244818453476302,-0.00865784353360356,-0.0172533358037362,-0.00547291623044054,-0.0152087554065448,-0.0057396856080773,0.015359165355272,-0.0210306959172048
"38",0.0147913453146182,-0.00116808648826493,-0.00115025141527449,0.00150005856594577,0.0052652167315447,0.00666898741582738,0.00132919382489423,-0.00472261886907673,0.00495810645126903
"39",-0.0113010890754061,-0.0111871960431379,0.00467426355751288,0.0159768107227079,0.0160869467845835,0.0206167561420975,-0.0103335955619493,-0.0151902121569054,0.00434062898033075
"40",0.0215605240172028,0.0170550434477032,0.0550851915847257,0.0336720844490241,0.0162905012712451,0.0244836151919403,-0.00100306346217413,0.0467747916077762,0.0114146728758574
"41",-0.0110963829065294,-0.00512528374788777,0.00171220713735719,-0.00317623735369751,-0.00407816092481347,-0.00354053338948692,0.0136947558418521,0.0204412924892878,-0.00606397168998723
"42",-0.00165942333641394,-0.00660630597939273,0.00825609291723518,0.0163352100780617,0.0141815321549437,0.00500690360711828,0.00110692500670887,-0.00502710886885571,-0.00845816568782341
"43",-0.00191533644809768,0.000119010029553069,0.0165151144690916,-0.00573324835410214,-0.00101580803610934,0.00386589083870704,-0.0069560975148284,0.0203989997091652,0.0198511679963398
